review,rating
the dish was so delicious love this,4.0
the doi fuchka and the spicy alo chotpoti were good but the naga fuchka was disgusting they just mixed red chilli powder with the tamarind juice and call it naga fuchka,3.0
the donut went bad absolutely unacceptable from glazed serving rotten donut in this holy month,1.0
the donuts are overpriced,3.0
the donuts had a rotten smell and taste,1.0
the donuts were rock solid french fry order korsilam choto chicken fry dise bad enough!,2.0
the dosa went really cold coconut chutney was nice rest of the side dishes were subpar,3.0
the dough was raw really poor,1.0
the doughnuts were just average compared to the price!,3.0
the doughnuts were really tasty although i feel that it is a bit too expensive,4.0
the doughnuts were soggy and the toppings were runny too pricey for the below average quality never odering again,2.0
the dounut were old and gone bad very poor experience from glazed,1.0
the dragon noodles felt pretty tasteless i could only taste the tomato sauce and nothing else something that infuriated me was the threefour pieces of chicken i found in the noodles,1.0
the drink spilled everywhere and the fries were hard and soggy,1.0
the drumsticks were burnt,2.0
the duck bhuna was too little to eat,1.0
the dum biryani is not good,1.0
the dumplings are good,4.0
the eclair i ordered were too soft the brownie was too sweet it couldve been better,3.0
the eclairs tasted good but were very small,4.0
the egg curry was not good it smelled bad maybe because the rider was late really disappointed,1.0
the egg fried rice was greasy and didnt taste good the thai soup tasted alright but they packed the container with scotch tapewhich has a weird smell was lucky the glue smell didnt go in soup,2.0
the egg khichuri was rotteneverytime i order a half grill they sent two leg piece portion why? its supposed to be one leg piece and one breast piece,1.0
the egg vorta was not good other than that it was okay,3.0
the egg was not fully serverdthe portion of the egg was short,1.0
the egg was not properly boiled,3.0
the egg was too much salty! im surprised how they put this much salt in an egg fry!! naan and grilled chicken was fine,3.0
the environment could not have paid,1.0
the expiry date of bohani was rd october and i got it on th october its really unacceptable,1.0
the extra coleslaw dip was a nice surprise if its a new addition i love it,5.0
the falooda was not good at all,1.0
the faluda was almost melted besides theres only noodles nothing like faluda totally wasted my money the sweet corn was okay but faluda was disgusting tbh,2.0
the faluda was full of ice,1.0
the fatman tower cheese burst burger are delicious scrumptious,5.0
the filling in quesadilla and mayonnaise was little,2.0
the filling of chick in hot salsa was rotten,1.0
the firni was worst,1.0
the first tehari i ordered was very good almost a week before this order but this one tasted really bad,2.0
the first time i ordered the food it was gd but the second time it was average and the order was hour latei ordered at pm and it was delayed and came after mins after iftaardisappointed,2.0
the fish curry smelled,1.0
the fish that they sent was caught in by pakistan hanadar bahini after they lost war the new country of bangladesh sent the fish to national museum this restaurant found it and cooked it after,1.0
the fish was extremely undercooked and served raw asked for house salads was served with fries instead extremely disappointed with the meal this is the second time its has happened,1.0
the fish was tasty however the chips was not good,4.0
the flavours were amazing,5.0
the foil paper was in a horrible condition,4.0
the foo was so yummy,4.0
the food and the taste was good,4.0
the food arrived cold hard,1.0
the food cane so late but i had already paid via bkash,1.0
the food did not taste good,1.0
the food got cold as the delivery man was late and the food is a bit spicy than usual,2.0
the food got cold before the delivery then the food came very late it could have been given in a box instead of in a packet,2.0
the food got somewhat rotten and it started to taste bitter what a waste of money,1.0
the food had bad smell and not fresh,1.0
the food had bad smell not worthy to eat food became wastage of money,1.0
the food had gone bad,1.0
the food had no salt in it maybe the chef forgot i had this pasta earlier and the taste was diffrent due to salt,1.0
the food had rotten smell,2.0
the food here is amazing specially the loaded chickenfries,5.0
the food here never really disappoints but considering the price we pay it can always be better the portion sizes have also been reduced a bit compared to even a month before,3.0
the food i meant cheesy meatbox was soooo good i added some extra cheese and sausages and they have added those on perfect amount very good at taste must order from this placeloved this!,5.0
the food i ordered had hair on it which is not a good thing i want proper solution for this thank you for your bad service,1.0
the food i ordered was not so bad also not sogood,3.0
the food is amazing,5.0
the food is cold,3.0
the food is decompose poor quality i want my money back,1.0
the food is fantastic one must try their set meals and especially the peri peri chicken liver with garlic nan,5.0
the food is good but overpriced,4.0
the food is good but the price is high,4.0
the food is good but they should use inside wrapping or polythene bag for food it will be higenic if they use extra polythene bag for food,5.0
the food is great as always but they delivered too late,3.0
the food is miraculously made definitely recommend giving takeout a try,5.0
the food is not good at all i will never order from here,1.0
the food is not like before,3.0
the food is really tasty but the delivery man was very very late,4.0
the food is so good and warm,5.0
the food is soo good please keep it up far in the future,5.0
the food is the same as the picture shown on the menu,5.0
the food is too bad bad experience from handi,1.0
the food is too much oily and salty but it was quite good and worthy,4.0
the food is too much spicy to eat,2.0
the food is very bedi ordered fride rice menu but the chicken fry just raw,1.0
the food is very cold,3.0
the food is very cold and the mutton is undercooked,1.0
the food is very deliciou especially the kabsa falafel and crepe i always order and the taste and the packaging is perfect recommended for all specificly who wanna try arabic dishes,5.0
the food is very delicious and your food service is awesome thank you,5.0
the food is very expensive according to the price food was cold i think it was made hours agoordinary food not a very good quality waste of money,1.0
the food is very tasty and the money is very less,5.0
the food is very tasty and the portion size is also good,5.0
the food is very testy,4.0
the food is very very very expensive but quality and the delivery is good,5.0
the food is worst i am thinking the food is some days old it is waste of money and harmful for health please dont order food if you did not want to waste money,1.0
the food isnt the same as shown such as the double layer burger is very big on the picture but in reality it is very simple like a burger from the street but overall it is very delicious,3.0
the food item is really very good tasty you can take if you want tnx the author of the restora,4.0
the food items were completely cold as if they had been just taken out of the fridge before delivery,1.0
the food lacked adequate taste and the fries were chewy,3.0
the food mentioned on the internet does not match the reality,1.0
the food of madchef is excellent as always,5.0
the food packets were all wet,1.0
the food panda delivery man did not use his address tracker and dont recognized my address for that reason my ordered chicken lollipop cold chowmin is heavily spicy food panda and club house,1.0
the food preparing was very slow,1.0
the food quality and quantity was very impressive,5.0
the food quality has decreased for sure it wasnt fried enough it had huge amount of onion which made the taste worse and the chicken were watery taste wasnt good,1.0
the food quality has deteriorated significantly!,3.0
the food quality has gone down since the december it used to be my favorite for pizza but now the toppings arent as good as it used to be the cheese was bad the signature taste isnt there anymore,3.0
the food quality is average the taste of all food of bangla tiffin is excellent,5.0
the food quality is getting worse there is so little amount of meat patato was too hard to eat and the rice taste was avrage although there are no competitors for them that should have been expect,1.0
the food quality is not good and the quantity is too low হাড় আর চর্বি দিয়ে ভরা ছিল,1.0
the food quality is so bad chicken tandoori is dry and undercooked the meat was raw garlic nun was tasteless and cold,1.0
the food quality is very low and smell like horrible,1.0
the food quality quantity nd size were great taste was delicious just one thing is that the thai soup wasnt dense enough but taste was okay overall i loved it nd hope to order again,5.0
the food quality tast was amazing,5.0
the food quality was good and the quantity was sufficient but the meat was very bad there was no spice inside the meat and it was hard to eat for the extra spice,1.0
the food quality was really poor and disgusting foodpanda should not have such bad quality restaurants in their app,1.0
the food quality was soo poor they cheated with us the food was not warm condition it was cold rice was not boiled properly they provided yesterday food i will not ever order from them,1.0
the food quality was too bad paratha dal totally loss project,1.0
the food quality was totally poor all the foods are burnt,1.0
the food quality was very bad i am very disappointed,1.0
the food quality was very poor,1.0
the food quality was very poor and the quantity of the food was also so poor that i am literally im shock foodpanda scammed me,2.0
the food quantity must be increased and delivery first,2.0
the food quantity was so low food quality was mediocre according to the price in the past at least they gave bigger portions for the same price,2.0
the food quantity was very less than before,2.0
the food quantity was way too less i was regular customer but will not order again,1.0
the food should be more spiceybut its still good,5.0
the food size was beyond expectations the size of meat oh my god i cannot even explain এতো জঘন্য খাবার ফুড পান্ডা থেকে ব্যান্ড করে দেওয়া উচিৎ,1.0
the food smells really bad this rice wasnt properly cooked,2.0
the food smelt frowsty,1.0
the food so tangi,3.0
the food taste excellent and quantity was enough too,5.0
the food taste worse,2.0
the food tasted horrible also they sent me wrong items,1.0
the food tasted okay but there was only one small piece of meat this was very unexpected please improve this,3.0
the food tasted very bad it was liquid and packing wasnt good so it was leaking here and there then the food was undercooked,2.0
the food tastes disgusting it was too salty the fuchkas were broken most of them a complete waste of money,1.0
the food tastes good,3.0
the food tastes goodbut i think the restaurant should use more qualified ingredients according to the pricing the food was fair,3.0
the food tasty indeed just the way i wanted it loved every bite naga sauce is super spicy for any who loves spicy food would definetly order again,5.0
the food test is very bad such vendors should be removed from food panda people are turning away from food panda because of their deception,1.0
the food test was good but the meat was not cooked properly and there were some unhygienic things in the meat,2.0
the food timing the rider everything was perfect very good service,5.0
the food was a bit cold but it was so delicious,4.0
the food was a bit too spicy for my taste everything else was fine,4.0
the food was absolutely disappointing it wasnt fresh the meat and the fries were hard to chew and super dry if they served me this in the restaurant i wouldnt even eat it,1.0
the food was almost rotteni ordered chicken swarma and both of those were disgusting,1.0
the food was amazing,5.0
the food was amazing and they were generous enough of listening to my request to provide butter rice instead of acharitaste was good and fresh,5.0
the food was amazing as always but the delivery man was rhe worst i have ever encountered he had the audacity of behaving rudely wirh me when there was no change it was disgraceful and unexpected,1.0
the food was amazing but the meat piece was very small,4.0
the food was amazing butthey made their takeway box smaller then before,4.0
the food was amazing i rate this restaurant out of,5.0
the food was amazing really enjoyed the chola batura alot and i loved the burger too it was boneless in it so it was easy to eat it thank you for the delicious food,5.0
the food was as cool as ice and cooking quality was also very poor,1.0
the food was as good as shit it was too much salty i could hardly have half of the food being a regular customer of sultanss dine i became very much disappointed at the quality of todays kacchi,1.0
the food was average comparing to the price they didnt delivered extra bbq rice but took the money of the rice this is unacceptable,1.0
the food was average the rider delivered the food after almost hours really disappointing,3.0
the food was awesomei highly recommend this restaurants food especially the nachos yumm,5.0
the food was awful !! totally disappointed with there survice ! i took a chezz box as a order no chicken and no fries at all,1.0
the food was bad the customer service was worst i ordered from here twice the result was still same i would advise not to order from the restaurant ever,1.0
the food was budget friendly hot and delicious service was good in time,4.0
the food was burned it was burned to crisps,1.0
the food was burnt it was terrible,1.0
the food was cold,2.1578947368421053
the food was cold and also tasted bad,1.0
the food was cold and bland they didnt even pack it properly,1.0
the food was cold and bread was little oily than what i ate priviously,3.0
the food was cold and i ordered medium crust they gave me thik crust insteadit was very disappointing dont you guys read the order description properly?????,2.0
the food was cold and it didnt even taste goodtotally dissapointed,1.0
the food was cold and not fresh at all the rice was hard like stone the chicken was too small i didnt expect this from an eminent restaurant llike kausturishame!!,1.0
the food was cold and not tasty at al,3.0
the food was cold and so it didnt taste good,4.0
the food was cold and soggy by the time it reached me and it wasnt the right level of spice that i ordered,2.0
the food was cold and the chicken was not tasty at all,1.0
the food was cold and the coleslaw container was broken,3.0
the food was cold and the pizza was lowkey destroyed,3.0
the food was cold and the quality of the food is very bad and the piece of the mutton was not good it should be bettter,2.0
the food was cold and the rice was not good!,1.0
the food was cold and the taste was not good at all,2.0
the food was cold and there was no test the piece of meat was also small and broken in half,1.0
the food was cold and they take a huge time to deliver the food,1.0
the food was cold and was delivered hours later also not worth it according to the price,2.0
the food was cold as the rider was mins late,2.0
the food was cold not hygienic at all,1.0
the food was cold ordered packs of biriyani but received packs of salad,2.0
the food was cold rider was good and well behaved,1.0
the food was cold snd small portion,1.0
the food was cold the egg was boiled only not fried or in a curry very bad taste,1.0
the food was cold they should serve hot food,4.0
the food was cold totally disappointed!!,1.0
the food was colddss,3.0
the food was coldegg was missing,1.0
the food was coldthere was so katchup in the pizza,1.0
the food was completely cold and not tastyi think i cant buy any food through foodpanda,1.0
the food was completely coldi think this is my last order in foodpanda taste was very bad this is not value for money your service is very bad,1.0
the food was cooked long time ago after receiving the order the food got spoiled in a while,1.0
the food was cool,1.0
the food was decent but the pizza was cold,3.0
the food was delicious,5.0
the food was delicious and delivery guy behavior was good,4.0
the food was delicious and it came on time soo yeah it was good,4.0
the food was delicious and it was super hot and fresh,5.0
the food was delicious and just what i was wishing for the sauces were a bit unique compared with the traditional success i know but overall the experience and the food was super!,5.0
the food was delicious and packaging was so hygienic love this,5.0
the food was delicious but not satisfied with the size,3.0
the food was delicious but the quantity is poor,5.0
the food was delicious but the quantity was a few than i expected,4.0
the food was delicious but you didnt give us enough sauce,3.0
the food was delicious everyone please try it,5.0
the food was delicious it was pretty hot and well amount we all loved the food thank you so much we will buy again from here,5.0
the food was delicious the packaging was beyond ordinary perfect,5.0
the food was delicious we enjoyed alot thank you!,5.0
the food was delicious we enjoyed it just fyi please add some more ketchup and mioness,4.0
the food was delicious!,4.333333333333333
the food was deliciousi am satisfied with this food,5.0
the food was disgusting noshto khabar gorom kore pathay dise eishb restaurant ban kra uchit manusher taka niya eishb khaoay,1.0
the food was disgusting worst food i ever ate foodpanda should ban this vendor i was helpless to order food from this restaurant as there was no other vendor in my locallity foodpanda should look,1.0
the food was dry and the fries were not fresh,1.0
the food was excellent,5.0
the food was excellent but delivery man ruined my pizza totally,4.0
the food was excellent full off flavour and warm when delivered,3.0
the food was excellent thanks i enjoyed the food,5.0
the food was excellent the amount of rice and the size of meat were satisfying,5.0
the food was extremely cold taste was ok though,3.0
the food was fresh and full of taste it was sooooooo good omg but they took a lot of time then their given time i mean there probably was some difficulty other than that perfect burger,5.0
the food was fresh and really hot better than most halal takeaways in england! portions were very fair alhamdulilah i had for dinner with my parents and had plenty leftover for the next day,5.0
the food was fresh but i wonderded did they forget to add jhol with the khichuri?,3.0
the food was frozen and taste like trash,1.0
the food was full of dry chili too much hot and there was dead insect in the rice not going to order from this place again,1.0
the food was good,4.2
the food was good according to their price but was hoping a bit more pasta te cheese and chicken er quantity ta aro better korle valo hoto and pasta ta beshi saucy hoye geche otao ektu thik korte,3.0
the food was good and deliciousbut it took almost hours to get my mealthe delivery was too poor,4.0
the food was good and quantity was good too,5.0
the food was good and the behavior of delivery boy was really satisfied thank you bro,4.0
the food was good and warm packaging could be little better,5.0
the food was good as always but they took over an hour to complete the order,4.0
the food was good but a piece of meat disappointed me there was a stick in the piece of meat which was annoying,3.0
the food was good but as the preview i didnt get the egg and the rider doesnt know about manners,2.0
the food was good but delivery dite eto deri kore!! er bitore bukh noshto hoye jaay but biriyani pretty good,4.0
the food was good but delivery man took tk more than the actual payment,1.0
the food was good but i didnt smell or taste any black pepper well that was a minus point for them,3.0
the food was good but i ordered buy get offer along with another item and they gave me only one item out of the bg offer so it was very disappointing,2.0
the food was good but i think the quantity of food was bad,4.0
the food was good but it was getting cold,3.0
the food was good but khabar order kori ekta pathan arekta somossha ki!? ekbar order korlam paratha pathalo bhat! ebar order korlam bhat pathalo nan! make sure checking orders before delivering them,1.0
the food was good but so oilymeat quality was very low we order from ur restaurant coz we trust ur food quality so dont give us whatever u want we pay for it !!!,2.0
the food was good but the behaviour of the delivery man was not good he was rude and had an attitude,1.0
the food was good but the coleslaw was more like a poor sweet dessert rather than a coleslaw it would be great if you could stop adding vanilla essence into it,3.0
the food was good but the experience wasnt good compared to the food delivery mans behaviour wasnt morally right even though he messed up finidng my location one of the sauces were spoiled,3.0
the food was good but the price is not any match for this quantity i ordered extra spicy but they just added extra chilly flakes,3.0
the food was good but the quantity seemed lesser than before also the fries less crispy,4.0
the food was good but the salad was not what it should have been,4.0
the food was good but the service was not satisfactory they took too much time to prepare the food,3.0
the food was good but there was less potatoes,4.0
the food was good but they send me one wrong item which was not fresh,2.0
the food was good but too much sauce in rice bowls wings,2.0
the food was good but you guys miss placed my order i ordered chicken fried rice but you gave me egg fried rice i hope this mistake wont repeat in future,4.0
the food was good could be better though,4.0
the food was good enough but i didnt understand one thing! do i have to purchase one or two pieces of tissue paper because you didnt give me any pieces of tissue?,3.0
the food was good in taste but the quantity of rice was very poor specially the amount of khichuri was so poor and the piece of chicken also small in piece,4.0
the food was good in taste quantity but they served the food without heating warming we have to heat it at stove at our resident kitchen furthermore the morog polaw rice was not fresh next day,3.0
the food was good meat boxes of this restaurant are good,5.0
the food was good thank you for the coke but the vegetable wasnt good it was cold and i couldnt eat it even after microwaving,4.0
the food was good the price ia seemingly exorbitant for the souffle sandwich,4.0
the food was good the prize was also affordable i would highly recommend it,5.0
the food was good!!,5.0
the food was goodbut quantity was not sufficient,1.0
the food was goodbut the packaging should be improved,5.0
the food was great all the staffs were very kind except for one which seemed he was very annoyed,5.0
the food was great and the delivery was good too but it took hours to get the food after ordering,5.0
the food was great and the quantity was enough it was a great meal altogether thank you,5.0
the food was great but the packaging on the other hand got a liitle messed up as the staple to close the bag got also pinned to the coleslaw so it leaked but the food is great dont misinterpret,4.0
the food was great extra mini sause can be provided,5.0
the food was great for the price,4.0
the food was great taste was good but mangsho theke haddi beshi and haddi thekeee sorishar tel sob thik chilo but mangsho nai e,3.0
the food was half eaten,1.0
the food was horrible nd chillox is going downwards day by day,1.0
the food was horrible the vegetable smelled you bad total waste of money,1.0
the food was horribly over priced and items missing from order after an hour of wait,1.0
the food was hot enough but please try to better food quality i ordered chicken sandwich but the filling was not good enough also i rarely find any chicken,2.0
the food was inedible due to damaged,1.0
the food was just awesome,5.0
the food was not at all tasty i was super hungry and thats why i ate it if was not tasty the chicken not cooked well stinky and rice was dry and not fresh vegetable was not at all good cuttin,1.0
the food was not cooked well,2.0
the food was not described properly! it was pretty spicy whivh was not mentioned!,3.0
the food was not even close as expected it was a total waste of money specially the sub sandwich was very different from the previous order this was totally unexpected from burger express,1.0
the food was not fresh it was cold and didnt taste good we dont expect this,3.0
the food was not fresh maybe days old the lollipop was very small and imperfect in size the other food wasvery dull and tasted sour,1.0
the food was not good at all,1.0
the food was not good at all and we didnt expect such a meal from you without the amount of meat,1.0
the food was not good at all i see something in the picture but it is different after receiving the food,1.0
the food was not good at all por colatie and wars food and price is to hii,1.0
the food was not good at all there was even hair in the food,1.0
the food was not good enough to enjoy,5.0
the food was not good rosmolai was kinda bitter and the doi was awful very disappointed,1.0
the food was not good there was a bad smell coming from chicken i might get sick because of this food,1.0
the food was not goodit was may be previous day foodrice was so dry,1.0
the food was not hot,1.0
the food was not hot enough,3.0
the food was not quite in good condition,2.0
the food was not so good also thay have exchanged the menu,2.0
the food was not so good it was smoky and had a burnt flavor please try to deliver some fresh food next time,2.0
the food was not so much good,3.0
the food was not so tasty i felt like i had wasted my money,1.0
the food was not tasty it was worst of money,1.0
the food was not tastythe meat was burnt and meat quantity was low,1.0
the food was not that good,2.0
the food was not up to mark i gave special instructions to not to add coriander and give me extra chilli flakes but you didnt provide any i couldnt eat the food for so much coriander on it,1.0
the food was not up to mark i had ordered firni which was completely non edible,1.0
the food was not very good star is enough for this,1.0
the food was of very bad quality did not find any chicken at all in the wrap also size of the wrap was very small not recommended,1.0
the food was ok but low rating as i ordered khichuri with egg twice during ramadan and although the menu says this item comes with chola piayju and alur chop never got those,1.0
the food was ok but your service is too slowafter hours i received my food at am,2.0
the food was okay but the chicken was not crispy,4.0
the food was okay but the order took hours to deliver,4.0
the food was old,1.0
the food was pretty delicious and tasty the portions of the dishes were adequate this meal must be tried by everyone,5.0
the food was pretty good,3.0
the food was pretty good and warm the quality and taste wasnt bad either so you are good to go,3.0
the food was pretty good i enjoyed it consider me as a regular,5.0
the food was really amazing,5.0
the food was really baddough was cool there were no meat no sausage no cheese on the pizza it was horrible,1.0
the food was really cold,1.5
the food was really delicious,5.0
the food was really delicious as always but the restaurant did not provide cutlery despite asking for cutlery in the option that was not expected,5.0
the food was really disgusting jelapi was few days old and doi bora was watery and completely tasteless i thought it was a official dhaba branch bt its fake,1.0
the food was really excellent thanks dingee restaurant for providing excellent food,5.0
the food was really good,4.0
the food was really good and was hot when it arrived,5.0
the food was really good in terms of quantity as well as taste i will recommend people to try this food,4.0
the food was really good specially at this price,5.0
the food was really good we ordered around times bbq rice bowl we really like this bowl p s little suggestion it would be better if there was more boneless chicken,5.0
the food was really great recommended,5.0
the food was really tasty loved the momos a lot!!,4.0
the food was really tasty until i found a dead fried fly in my food they should be more cautious the whole food was wasted,1.0
the food was really testy and mouthwatering,5.0
the food was really very tasty but a bit oily kindly try to avoid much oil,5.0
the food was rotten,1.0
the food was rotten and smelly which was really bad and noneatable,1.0
the food was rotten and taste very badthe grilled chicken was uncookeddont order food from here,1.0
the food was rotten damn it!!!!!!!!!!!!!!!,2.0
the food was rotten same on you ill suggest people not to order from here never,1.0
the food was rotten the food was missing,1.0
the food was rotten totally so i complained in help centre,1.0
the food was rotten yack same on you never order from here,1.0
the food was rubbish,1.0
the food was salty,1.0
the food was smelly and stale,1.0
the food was so bad literally the worst i ordered chicken jhal fry and they gave me beef like what? on top of that the naan is bad,1.0
the food was so bad the oil used for cooking was old and the whole food smell so bad disgusting there was only carrots so much did i order carrot vegi? no right? then why was i found that?,1.0
the food was so bad the sausage and chicken taste sooo bad and the vegetable is so sour the fried rice is ok but not good i never order this again the food quality is so bad,1.0
the food was so cold,1.0
the food was so deliciousthe juiciness of the meatbox was awesome,5.0
the food was so disgustingi ordered chicken cheese burger and they gave us weird burgerin the burger there was only few really small pieces of chicken and little bit cucumber and tomatoewful,1.0
the food was so fresh and hot and it was super satisfying,4.0
the food was so good,5.0
the food was so good keep it up,5.0
the food was so good very well behaved delivery boy,5.0
the food was so much tasty,5.0
the food was so stink,1.0
the food was so tasty all are good also food taste was good thanks for the off and ill order from the shop in future,4.0
the food was soo good,5.0
the food was spilled inside which was unacceptable already informed the issue to the help center but still no steps were taken,1.0
the food was spoiled,1.0
the food was stale,1.0
the food was stale and sticky the worst khichuri i have ever had,1.0
the food was stinky tok hoiye geselo and bashi gondho ber hocchelo very poor quality ! din din mastershef kharap hocche !,1.0
the food was stone cold,1.0
the food was taken out of the fridge and given to me without heating the food was very cold it was a horrible experience the worst food i have ever eaten,1.0
the food was tasteless and it was a bad experience,1.0
the food was tasty and good,4.0
the food was tasty but was a bit cold didnt seem like they prepared everything at the moment overall it was good hope to order from them again,4.0
the food was tastyi think you all should try this,4.0
the food was terribly cold,1.0
the food was testy quality and quantity was also fine but price is little bit high but its affordable,5.0
the food was to good good in portion quality one of best kichuri i have ever tested,5.0
the food was to oily,2.0
the food was too bad i didnt expect such kind of bad food ever me and my wife feel sick after eating the meal,1.0
the food was too bad its just waste of money i never suggests any one to order here i want to refund my money,1.0
the food was too bad tasteato baje taste nehari ame kokhono khai naikhub e baje,1.0
the food was too cold,3.0
the food was too much burnesd,3.0
the food was too oily,2.0
the food was too salty they need to check the amount of salt before serving,2.0
the food was too spicy its not the same taste as previous times seems like they have changed the chef,1.0
the food was total shitwaste of moneydont order from this shopfood was not cooked properly and they used rotten ingredients which make it even wrosedelivery was way longerit was totally a mess,1.0
the food was totally bad the quantity is too low they should try to maintain hygiene at least it seems it was cooked yesterday very bad experience,1.0
the food was totally badthe rice quality was too much disgusting i feel like my money just wasted,1.0
the food was totally fresh and rider reached in time perfectly overall recommended,5.0
the food was totally poor quality just waste of money,1.0
the food was very baad,1.0
the food was very bad,1.0
the food was very bad and one meal could not be eaten it was completely stale food খাবার খুবই বাজে ছিল এবং একটা খাবার খাওয়া যায়নি একদম বাসি খাবার ছিল,1.0
the food was very bad disappointing so much disappointing,1.0
the food was very bad taste the meat was covered with silver from the foil paper very bad taste,1.0
the food was very bad the potato fries and the meat slices were stale the food was very small for the price was hanged it is unexpected foodpanda cares about profit without checking the quali,1.0
the food was very badthe mixed vegetable was spoiled,1.0
the food was very badtheres no match between the picture of the food and the actual foodverybad service,1.0
the food was very cold,1.5
the food was very cold and the delivery was very late,3.0
the food was very delicious but the riders behavior was highly objectionable such a rider must not be in a standard organization like food panda thank you shaheen,1.0
the food was very delicious was enough for me my girl friend,3.0
the food was very disgusting,1.0
the food was very good,5.0
the food was very good and teste,5.0
the food was very good and testy,4.0
the food was very good i would highly recommend it,4.0
the food was very good in packaging and delicious,5.0
the food was very good quality,5.0
the food was very good though the borhani was missing,4.0
the food was very good খুবই ভালো এবং মজাদার ছিল,4.0
the food was very oily,1.0
the food was very oily and their packaging is really bad,1.0
the food was very palatable fully enjoyed the meal there should be onion provided along with cucumber and chilly,4.0
the food was very poor never ordering from them again,1.0
the food was very spice making hard to eat,3.0
the food was very tasty,5.0
the food was very tasty and hot overall good,5.0
the food was very testy,4.0
the food was very testy and i like it,4.0
the food was very testy hope to order again next time and get good food,5.0
the food was very very good ekhan theke ami pray shomoy e food order dei ekhan kat khabar gulo onk onk valoekhan theke food order diye try korte parenbelieve me onk valo,5.0
the food was very very good i like it very much,5.0
the food was very well! but the mutton pice isnt perfect for this package! try to keep yours quality better,5.0
the food was warm and delicious liked the packaging,4.0
the food was warm and it tasted good,5.0
the food was warm and the quantity was okay,4.0
the food was worh the money we ordered bbq wings with fries and rice with chicken sizzling and mexican wings it was delicious,5.0
the food was worst and it smelled like stale foodi never tasted so bad chawmin everit was a total waste of moneywill never order anything from this restaurant ever,1.0
the food was worth the price we ordered bbq wings fries bbq chicken with pasta and tandoori chicken with fried rice,5.0
the food was wrong and it was very bad,1.0
the food was wrost and an item was missingalso they dont provide the actual food as per the picture in their menu,1.0
the food was yummy however they took a lot of time normally i wouldnt have any issue with it but please inform beforehand clearly about the time overall recommended,4.0
the food wasnot good the piece of meat was not cooked enough,1.0
the food wasnt delicious at all and the price is high for the proportion of ingredients,1.0
the food wasnt fresh at all,1.0
the food wasnt fresh it was soo bad it seems it was made two days ago,1.0
the food wasnt good at all,2.0
the food wasnt good! inside the tandoori chicken it wasnt cooked properly! i am really very disappointed by their service!,1.0
the food wasnt hot the gave me freezed beaf,1.0
the food wasnt so good what i was expecting and how much i gave money but it doesnt match because the amount of food is very lessthank you,1.0
the food wasnt tasty and spicy,1.0
the food wasnt upto the mark so disappointed,2.0
the food wast that good and i had a dysentery after eating,1.0
the food which i ordered that was rot and flute i ordered first time in foodpanda but they gave me rot and flute food,1.0
the food would taste good if served hot the food arrived cold after over an hour and half and was ok do not fall for the estimated delivery time they give you delivery guy had multiple deliveries,2.0
the foods are good,5.0
the foods are very tasty but if i order az set menu they dont give me chiken in the thai soup it is very unfair,4.0
the foods were delivered as described but they dont provide sauceketchup,4.0
the foods were good,5.0
the foodwaas cold and burnt,1.0
the foof was cold for the price its very disappointing,3.0
the for was fresh and delicious,5.0
the french fries are to bad,1.0
the french fries are very bad,1.0
the french fries stink,1.0
the french fries wasnot good the other meals was average,3.0
the french fries were cold and had a died insect literally under them also the burger wasnt good the milkshake was so much like the ice cream got melted and some water was mixed into it,1.0
the french fries were not edible shara din er pora gula abr bheje dise totally unsatisfied with the order the bun was not fresh as well of the burgers manush der order e thokae,1.0
the french fries were too fried i mean they were literally black otherwise the meal was tasty,4.0
the french fry was totally crisp less and cold i think they gave me fries that was fried before the burger also samethey didnt keep the special requests,2.0
the french fry was very bad,3.0
the fride chicken tastes like rotten year old meat,1.0
the fried chicken are fried by old oil and the taste was not so good because of old oil,4.0
the fried chicken had a very weird gross smell,3.0
the fried chicken vegetable and rice is very tasty but after the inflation the price has gone up too much the regular children burger is kind of dry not much mayonnaise and salad is added,4.0
the fried chicken was literally raw and the spices didnt mixup well not recommended,1.0
the fried rice i got was half not full i ordered full,1.0
the fried rice is really good choice to buy from this homechef i didnt expect the rice to be yum with this price point but truly satisfied the noodles is not that good n smells of the usedpackage,4.0
the fried rice was good but the chicken in the rice was not cooked enough,3.0
the fried rice was rotten,1.0
the fried rice was very bland and the chicken lacked flavor,1.0
the fried rice wasnt good enough according to price i will say its below average!!,1.0
the fried was less so thats why im not satisfied,1.0
the friend chickens were well cooked they provided drinks as said and the taste was great fulfilling meal!,5.0
the fries and chicken popcorn was excellent however the wrap needs improvement,4.0
the fries ar too bad,1.0
the fries are still holding up the chicken wings unfortunately gotten smaller but the taste is the same so overall it was satisfactory that the quality did not degrad,4.0
the fries are too hard that your teeth will break down,2.0
the fries inside was hard and not tested fresh to me used too much mayonnaise and sauceburger was average standard,2.0
the fries was cold and it seemed like it was given from the leftover,1.0
the fries was more than the other things,1.0
the fries were a bit soggy and the naga drums were burned except these everything was good,3.0
the fries were bit hard but the overall food was good enough and increase the speed of delivery kindly,4.0
the fries were cold and oily taste not good today,2.0
the fries were cold ase ice,2.0
the fries were completely wet and soggy and were uneditable,2.0
the fries were crispy and seasoned well my only problem was that i felt the naga drums werent spicy enough overall good,4.0
the fries were fried with bad oil it smelled disgusting wastage of,1.0
the fries were hard and chewy probably leftovers of the day,3.0
the fries were not cooked well and hard to chew didnt like the taste,2.0
